баз 1922, сайтов 389498, вышли в поиск 51370 (13.2%)
пулов «пак + день» по пять и больше баз: 122, в них баз 1782

content-2026-09-12-7str-oform · 2026-09-12 · баз 78 · сайтов 16067 · выход3 6.5% · рег 6
  домен              зона      сайтов  выход3   кликов 2-я волна   рег
  bcqr.team          team         199   34.2%     1813        49     1
  cfpm.team          team         199   33.7%     3691        49     3
  v5d.team           team         199   30.7%     1806        49     1
  jmbt.team          team         199   30.2%      988        49     1
  3726.team          team         199   30.2%     2401        49     0
  dhkt.team          team         199   30.2%     2507        49     1
  9536.lol           lol          199   29.6%     3297        49     0
  wcht.team          team         197   29.4%     5243        47     0
  1467.team          team         199   28.1%    14329        49     0
  klvr.team          team         199   26.1%      635        49     0
  3728.team          team         204   24.0%     7852        54     0
  fhmv.team          team         199   23.6%     1257        49     1
  5390.team          team         199   23.6%     6857        49     0
  qtbm.team          team         202   23.3%     1743        52     0
  cgvz.team          team         199   23.1%     1363        49     0
  1236.team          team         199   21.6%     1923        49     1
  pszk.team          team         204   21.6%     1137        54     0
  p3zv.team          team         199   21.1%      738        49     0
  4671.team          team         199   21.1%      751        49     0
  knvr7.sbs          sbs          199   20.6%      761        49     0
  2008jd.buzz        buzz         199   20.1%      874        49     0
  4085.team          team         199   20.1%      992        49     1
  hlqz.team          team         206   19.4%      463        56     0
  5719.team          team         202   17.3%     2173        52     0
  5027.team          team         204   16.7%     1269        54     0
  s5bg.team          team         203   16.3%      978        53     0
