datetime,event,campaign,name,clickid,country,source,referer,user_ip,postback_ip,linked
"2026-09-09 21:15:13",reg,dorgen_engine,Dorgen_engine,e26f0337c50c257b,LT,moneyx.7816.lol,https://yandex.ru/,88.119.176.73,209.38.42.185,yes
"2026-09-09 21:15:11",reg,dorgen_engine,Dorgen_engine,2c4929536f2a7321,NL,ezcash.casinoanb.buzz,https://yandex.ru/,107.151.194.143,209.38.42.185,yes
"2026-09-09 19:24:44",dep,dorgen_engine,Dorgen_engine,2a43bfc92768c907,LT,mellstroy.9480.team,https://yandex.ru/,45.85.105.210,209.38.42.185,yes
"2026-09-09 19:15:12",reg,dorgen_engine,Dorgen_engine,31f61815b6bf32ac,US,leon.3574.team,https://yandex.ru/,193.233.130.79,209.38.42.185,yes
"2026-09-09 19:15:12",reg,dorgen_engine,Dorgen_engine,2a43bfc92768c907,LT,mellstroy.9480.team,https://yandex.ru/,45.85.105.210,209.38.42.185,yes
"2026-09-09 19:15:12",reg,dorgen_engine,Dorgen_engine,a6e956cec8c596c5,DE,beef.tgmb.team,https://yandex.by/,87.82.244.141,209.38.42.185,yes
"2026-09-09 18:15:12",reg,dorgen_engine,Dorgen_engine,36b8a104aa610717,DE,getx.4994.lol,https://yandex.ru/,85.118.165.161,209.38.42.185,yes
"2026-09-09 18:15:12",reg,dorgen_engine,Dorgen_engine,849e3508cb65b1f7,NL,azino888.7079.team,https://www.google.com/,5.34.181.14,209.38.42.185,yes
"2026-09-09 18:15:11",reg,dorgen_engine,Dorgen_engine,0bb889e189a15ace,GB,dragonmoney.4994.lol,https://yandex.ru/,46.33.9.156,209.38.42.185,yes
"2026-09-09 17:15:22",reg,dorgen_engine,Dorgen_engine,43720a00f8f479f7,GE,vodka.4994.lol,https://yandex.ru/,185.228.133.130,209.38.42.185,yes
"2026-09-09 17:15:12",reg,dorgen_engine,Dorgen_engine,b2d9e8cf549b69c8,SE,pinco.jkrv.team,https://duckduckgo.com/,2a09:3f00:3302:1::1,209.38.42.185,yes
